index,prediction
1607,65.0 centimeter
1608,8.255 centimeter
1609,8.255 centimeter
1610,8.255 centimeter
1611,33.0 centimeter
1612,5.0 centimeter
1613,3.9 inch
1614,10.0 centimeter
1615,14.0 pound
1616,16.5 centimeter
1617,6.48 inch
1618,1500.0 watt
1619,
1620,
1621,52.0 gram
1622,
1623,
1624,
1625,120.0 ounce
1626,
1627,
1628,
1629,
1630,
1631,
1632,135.0 kilogram
1633,
1634,
1635,
1636,53.0 centimeter
1637,7.87 inch
1638,
1639,
1640,350.0 pound
1641,5.5 centimeter
1642,25.5 centimeter
1643,20.0 centimeter
1644,
1645,
1646,
1647,2.95 inch
1648,2.95 inch
1649,59.05 inch
1650,160.0 centimeter
1651,160.0 centimeter
1652,52.0 centimeter
1653,100.0 centimeter
1654,
1655,12.65 inch
1656,3.15 inch
1657,44.0 centimeter
1658,13.0 inch
1659,33.0 centimeter
1660,13.0 inch
1661,260.0 None
1662,260.0 None
1663,
1664,19.0 centimeter
1665,
1666,66.6 watt
1667,355.0 millilitre
1668,99.0 gram
1669,4.0 centimeter
1670,
1671,21.5 centimeter
1672,21.5 centimeter
1673,9.0 centimeter
1674,187.0 pound
1675,7.5 centimeter
1676,48.0 ounce
1677,330.0 pound
1678,
1679,
1680,28.0 centimeter
1681,28.0 centimeter
1682,
1683,125.0 gram
1684,
1685,60.0 millimeter
1686,10.8 centimeter
1687,
1688,3.0 None
1689,38048.0 None
1690,
1691,50.0 kilogram
1692,30.0 kilogram
1693,15.0 centimeter
1694,15.0 centimeter
1695,5.9 inch
1696,100.0 kilogram
1697,100.0 kilogram
1698,
1699,
1700,12.0 volt
1701,29.5 inch
1702,28.0 centimeter
1703,28.0 centimeter
1704,28.0 centimeter
1705,20.0 centimeter
1706,4.0 ounce
1707,60.0 millimeter
1708,125.0 millimeter
1709,6.5 centimeter
1710,2.7 meter
1711,3.6 meter
1712,12.99 inch
1713,0.78 inch
1714,4.7 inch
1715,12.0 centimeter
1716,0.99 kilogram
1717,325.0 millilitre
1718,20.0 gram
1719,17.0 centimeter
1720,20.5 centimeter
1721,
1722,13.9 centimeter
1723,7.5 centimeter
1724,2930.0 watt
1725,
1726,110.0 volt
1727,150.0 kilogram
1728,
1729,
1730,
1731,58.9 centimeter
1732,
1733,3.0 ounce
1734,60.0 centimeter
1735,81.0 centimeter
1736,13.36 inch
1737,26.0 centimeter
1738,
1739,
1740,200.0 kilogram
1741,9.0 inch
1742,9.0 inch
1743,110.0 pound
1744,
1745,120.0 volt
1746,750.0 watt
1747,180.0 millimeter
1748,340.0 millimeter
1749,340.0 millimeter
1750,35.0 millimeter
1751,35.0 millimeter
1752,950.0 gram
1753,
1754,
1755,17.8 centimeter
1756,
1757,19.0 millimeter
1758,
1759,
1760,
1761,
1762,13.7 centimeter
1763,0.7 centimeter
1764,120.0 volt
1765,12.0 ounce
1766,
1767,21.0 None
1768,150.0 kilogram
1769,265.0 pound
1770,
1771,
1772,220.0 volt
1773,13.09 inch
1774,33.3 centimeter
1775,
1776,2.12 ounce
1777,30.5 centimeter
1778,27.0 inch
1779,20.0 volt
1780,
1781,11.0 centimeter
1782,4.0 inch
1783,25.0 centimeter
1784,249.72 millimeter
1785,238.54 millimeter
1786,3.0 None
1789,40.0 centimeter
1790,10.0 centimeter
1791,10.0 centimeter
1792,
1793,10.0 ounce
1794,37.0 centimeter
1795,37.0 centimeter
1796,13.7 inch
1797,13.7 inch
1798,0.9 inch
1799,4.1 inch
1800,63.0 centimeter
1801,15.0 ounce
1802,265.0 pound
1803,
1804,
1805,80.0 centimeter
1806,
1807,16.31 inch
1808,16.0 centimeter
1809,
1810,19.0 centimeter
1811,19.0 centimeter
1812,1.22 inch
1813,16.0 centimeter
1814,16.0 centimeter
1815,150.0 kilogram
1816,20.0 centimeter
1817,27.0 centimeter
1818,7.0 ounce
1819,20.0 volt
1820,100.0 ounce
1821,20.0 centimeter
1822,7.0 inch
1823,
1824,
1825,
1826,46.3 None
1827,66.0 centimeter
1828,2.5 centimeter
1829,8.0 centimeter
1830,6.7 centimeter
1831,
1832,163.5 centimeter
1833,
1834,
1835,
1836,
1837,40.1 inch
1838,19.5 centimeter
1839,180.0 centimeter
1840,25.5 centimeter
1841,406.0 gram
1842,103.0 centimeter
1843,5.0 centimeter
1844,3384.0 centimeter
1845,6.0 meter
1846,
1847,
1848,
1849,7.5 centimeter
1850,12.5 centimeter
1851,3.6 centimeter
1852,3.6 centimeter
1853,2.0 centimeter
1854,2.0 centimeter
1855,265.0 pound
1856,735.0 millimeter
1857,735.0 millimeter
1858,350.0 pound
1859,50.0 pound
1860,600.0 millilitre
1861,
1862,10.5 centimeter
1863,1.2 inch
1864,55.0 centimeter
1865,12.8 centimeter
1866,
1867,
1868,
1869,7.7 pound
1870,18.5 centimeter
1871,11.42 inch
1872,7.9 inch
1873,7.9 inch
1874,12.0 centimeter
1875,
1876,30.0 pound
1877,
1878,
1879,
1880,
1881,
1882,9.0 inch
1883,29.0 centimeter
1884,7.5 centimeter
1885,29.0 centimeter
1886,11.81 inch
1887,
1888,21.6 centimeter
1889,
1890,19.5 centimeter
1891,2.95 inch
1892,15.0 centimeter
1893,13.5 centimeter
1894,2.9 pound
1895,275.0 pound
1896,
1897,47.0 centimeter
1898,12.0 ounce
1899,14.1 inch
1900,800.0 pound
1901,1.1 inch
1902,1.7 inch
1903,4.3 inch
1904,4.7 inch
1905,9.0 centimeter
1906,2.9 inch
1907,250.0 pound
1908,2.4 inch
1909,6.0 centimeter
1910,9.7 centimeter
1911,9.0 inch
1912,14.5 centimeter
1913,14.5 centimeter
1914,
1915,50.0 kilogram
1916,50.0 kilogram
1917,
1918,7.0 centimeter
1919,
1920,
1921,
1922,80.0 centimeter
1923,30.0 millimeter
1924,1.9 centimeter
1925,7.08 inch
1926,200.0 gram
1927,330.0 ounce
1928,23.8 inch
1929,16.9 ounce
1930,15.0 centimeter
1931,13.7 inch
1932,33.0 centimeter
1933,33.0 centimeter
1934,120.0 volt
1935,39.0 centimeter
1936,
1937,110.0 volt
1938,
1939,150.0 kilogram
1940,
1941,
1942,70.0 ounce
1943,40.0 centimeter
1944,35.0 centimeter
1945,2022.0 ounce
1946,
1947,120.0 centimeter
1948,120.0 centimeter
1949,15.0 centimeter
1951,
1952,120.0 gram
1953,
1954,
1955,1.0 centimeter
1956,34.0 None
1957,
1958,3.08 pound
1959,3.74 inch
1960,500.0 millilitre
1961,3.14 inch
1962,3.14 inch
1963,
1964,7.0 inch
1965,9.0 inch
1966,200.0 gram
1967,
1968,150.0 millimeter
1969,5.9 inch
1970,3.8 centimeter
1971,35.0 pound
1972,2.5 centimeter
1973,8.0 centimeter
1974,3.14 inch
1975,86.0 millimeter
1976,8.0 None
1977,28.0 millimeter
1978,283.0 gram
1979,92.0 millimeter
1980,92.0 millimeter
1981,14.0 centimeter
1982,18.0 ounce
1983,50.0 centimeter
1984,50.0 centimeter
1985,
1986,
1987,27.45 kilogram
1988,2.2 ounce
1989,300.0 pound
1990,40.0 centimeter
1991,1.0 None
1992,1.0 None
1993,1.0 None
1994,40.0 centimeter
1995,190.0 centimeter
1996,23.0 centimeter
1997,19.5 centimeter
1998,
1999,
2000,334.0 millimeter
2001,150.0 centimeter
2002,3.0 centimeter
2003,
2004,600.0 watt
2005,120.0 volt
2006,
2007,5.0 centimeter
2008,3131.6 centimeter
2009,
2010,5.0 volt
2011,5.5 watt
2012,2.56 inch
2013,3.5 centimeter
2014,108.0 centimeter
2015,108.0 centimeter
2016,108.0 centimeter
2017,330.0 millilitre
2018,1.6 pound
2019,
2020,100.0 gram
2021,
2022,
2023,
2024,18.0 centimeter
2025,18.0 centimeter
2026,18.0 centimeter
2027,
2028,5.0 centimeter
2029,5.0 centimeter
2030,25.0 centimeter
2031,
2032,
2033,6.0 centimeter
2034,15.0 centimeter
2035,
2036,
2037,7.0 fluid ounce
2038,330.0 pound
2039,22.0 centimeter
2040,
2041,15.0 centimeter
2042,15.0 centimeter
2043,231.0 millimeter
2044,231.0 millimeter
2045,2.0 ounce
2046,12.3 kilogram
2047,150.0 centimeter
2048,88.0 centimeter
2049,34.5 inch
2050,3.0 inch
2051,
2052,
2053,
2054,30.0 millimeter
2055,3.0 inch
2056,25.0 None
2057,25.0 None
2058,40.0 millimeter
2059,
2060,2.0 ounce
2061,
2062,67.0 centimeter
2063,175.0 millimeter
2064,
2065,100.0 centimeter
2066,100.0 centimeter
2067,40.0 centimeter
2068,
2069,
2070,121.5 ounce
2071,127212.0 volt
2072,96.5 centimeter
2073,13.0 centimeter
2074,24.0 ounce
2075,3.8 volt
2076,0.59 inch
2077,12.2 centimeter
2078,7.45 volt
2079,160.0 centimeter
2080,160.0 centimeter
2081,100.0 centimeter
2082,100.0 centimeter
2083,
2084,3.3 inch
2085,3.3 inch
2086,3.3 inch
2087,
2088,1.65 pound
2089,100.0 gram
2090,5.0 centimeter
2091,22.0 centimeter
2092,
2093,19.2 volt
2094,
2095,236.0 gram
2096,7.5 centimeter
2097,11.4 inch
2098,21.0 gram
2099,4500.0 watt
2100,
2101,
2102,
2103,115.0 millimeter
2104,13.0 millimeter
2105,
2106,
2107,0.475 kilogram
2108,
2109,
2110,40.0 centimeter
2111,80.0 centimeter
2112,170.0 millimeter
2113,170.0 millimeter
2114,
2115,1.5 inch
2116,25.0 kilogram
2117,
2118,
2119,188.0 millimeter
2120,188.0 millimeter
2121,8.4 centimeter
2122,7.0 centimeter
2123,25.0 centimeter
2124,25.0 centimeter
2125,
2126,
2127,5.5 centimeter
2128,5.5 centimeter
2129,450227.0 gram
2130,
2131,38.0 centimeter
2132,38.0 centimeter
2133,38.0 centimeter
2134,180235300.0 gram
2135,
2136,
2137,100.0 centimeter
2138,200.0 centimeter
2139,
2140,115.0 volt
2141,7.0 inch
2142,18.0 centimeter
2143,66.0 millimeter
2144,550.0 watt
2145,
2146,
2147,
2148,
2149,5.5 centimeter
2150,8.0 centimeter
2151,5.0 centimeter
2152,6.0 inch
2153,6.0 inch
2154,
2155,
2156,14.0 centimeter
2157,140.0 centimeter
2158,38.0 centimeter
2159,
2160,11.7 centimeter
2161,12.0 volt
2162,
2163,18.0 ounce
2164,4.0 centimeter
2165,2.16 inch
2166,65.0 centimeter
2167,
2168,
2169,171.0 gram
2170,13.0 centimeter
2171,10.0 centimeter
2172,51.0 centimeter
2173,6.0 centimeter
2174,2.36 inch
2175,60.0 centimeter
2176,
2177,1300.0 watt
2178,220.0 volt
2179,21.3 centimeter
2180,21.3 centimeter
2181,21.3 centimeter
2182,7.0 centimeter
2183,7.0 centimeter
2184,0.0 centimeter
2185,
2186,1200.0 watt
2187,
2188,7.5 centimeter
2189,500.0 millilitre
2190,
2191,419.0 gram
2192,
2193,0.0 None
2194,21.8 None
2195,7.0 centimeter
2196,2.75 inch
2197,5.0 None
2198,9.5 centimeter
2199,9.5 centimeter
2200,5.0 centimeter
2201,5.0 centimeter
2202,58.0 centimeter
2203,40.0 centimeter
2204,
2205,97.99 centimeter
2206,65.0 meter
2207,79.0 meter
2208,79.0 meter
2209,
2210,13.0 centimeter
2211,75.0 gram
2212,208.0 ounce
2213,2.55 inch
2214,1.38 inch
2215,200.0 gram
2216,
2217,24.0 centimeter
2218,24.0 centimeter
2219,
2220,
2221,
2222,
2223,
2224,120.0 volt
2225,1500.0 watt
2226,24.8 inch
2227,
2228,
2229,800.0 pound
2230,25.0 centimeter
2231,
2232,
2233,23.04 pound
2234,12.0 volt
2235,26.5 inch
2236,11.5 centimeter
2237,108.0 centimeter
2238,2.1 None
2239,4.9 None
2240,
2241,
2242,
2243,3.3 pound
2244,
2245,
2246,110.0 pound
2247,2.7 inch
2248,7.0 centimeter
2249,2.7 inch
2250,8.0 centimeter
2251,1.55 inch
2252,1.55 inch
2253,
2254,
2255,10.5 centimeter
2256,265.0 pound
2257,2.68 inch
2258,6.4 centimeter
2259,2.51 inch
2260,1.0 watt
2261,26.0 gram
2262,
2263,
2264,
2265,115.0 volt
2266,16.0 ounce
2267,330.0 pound
2268,6.0 volt
2269,3.54 inch
2270,7.9 inch
2271,20.0 None
2272,15.0 None
2273,8.8 kilogram
2274,30.0 kilogram
2275,110.0 volt
2276,
2277,
2278,
2279,400.0 millimeter
2280,150.0 millimeter
2281,170.0 gram
2282,76.0 centimeter
2283,
2284,120.0 centimeter
2285,18.0 centimeter
2286,
2287,
2288,
2289,75.0 centimeter
2290,75.0 None
2291,572.0 millimeter
2292,
2293,23.0 centimeter
2294,28.5 centimeter
2295,
2296,
2297,
2298,17.7 inch
2299,17.7 inch
2300,
2301,
2302,3.0 millilitre
2303,
2304,80.0 centimeter
2305,80.0 centimeter
2306,
2307,14.0 None
2308,
2309,58.0 ounce
2310,
2311,53.0 gram
2312,50.0 centimeter
2313,31.0 centimeter
2314,31.0 centimeter
2315,98.0 centimeter
2316,
2317,454.0 gram
2318,38.44 inch
2319,71.02 ounce
2320,4.0 inch
2321,10.2 centimeter
2322,57.0 gram
2323,
2324,
2325,
2326,12.0 volt
2327,
2328,4.5 centimeter
2329,3.0 centimeter
2330,3.0 centimeter
2331,23.0 centimeter
2332,23.0 centimeter
2333,100.0 None
2334,
2335,830.0 millilitre
2336,
2337,71.28 millimeter
2338,71.0 millimeter
2339,7.5 inch
2340,60.0 gram
2341,1.3 centimeter
2342,11.0 centimeter
2343,
2344,453.6 gram
2345,3.1 inch
2346,5.7 inch
2347,
2348,10.0 watt
2349,
2350,2.54 centimeter
2351,
2352,300.0 watt
2353,15.5 centimeter
2354,15.5 centimeter
2355,65.0 millimeter
2356,119.0 centimeter
2357,117.0 centimeter
2358,33.0 centimeter
2359,53.0 centimeter
2360,
2361,54.0 millimeter
2362,2.6 kilogram
2363,150.0 gram
2364,12.0 volt
2365,41.3 inch
2366,19.8 centimeter
2367,38.97 inch
2368,4.7 inch
2369,25.0 centimeter
2370,2.0 kilogram
2371,15.6 pound
2372,6.6 pound
2373,76.0 centimeter
2374,360.0 millimeter
2375,20.0 centimeter
2376,2.5 centimeter
2377,
2378,150.0 kilogram
2379,6.1 centimeter
2380,5.0 centimeter
2381,
2382,
2383,700.0 watt
2384,9.0 inch
2385,23.0 centimeter
2386,
2387,
2388,22.0 centimeter
2389,1.18 inch
2390,12.0 ounce
2391,9.5 centimeter
2392,43.0 centimeter
2393,43.0 centimeter
2394,43.0 centimeter
2395,1.37 inch
2396,0.8 centimeter
2397,220.0 pound
2398,8.0 inch
2399,70.0 centimeter
2400,70.0 centimeter
2401,97.0 centimeter
2402,58.0 pound
2403,
2404,
2405,70.0 centimeter
2406,2.76 inch
2407,2.76 inch
2408,40.0 centimeter
2409,1.8 centimeter
2410,454.0 gram
2411,10.0 None
2412,120.0 inch
2413,6.5 inch
2414,6.5 inch
2415,2.1 kilogram
2416,6.0 None
2417,12.0 centimeter
2418,37.0 centimeter
2419,19.0 centimeter
2420,6.1 inch
2421,6.1 inch
2422,6.1 inch
2423,30.0 gram
2424,23.0 centimeter
2425,18.0 pound
2426,
2427,32.0 centimeter
2428,60.0 centimeter
2429,120.0 centimeter
2430,120.0 centimeter
2431,1000.0 watt
2432,
2433,10.0 inch
2434,12.0 ounce
2435,
2436,
2437,5.7 inch
2438,7.5 centimeter
2439,5.7 centimeter
2440,5.7 centimeter
2441,0.39 inch
2442,120.0 kilogram
2443,343.0 gram
2444,
2445,
2446,32.0 centimeter
2447,3.0 centimeter
2448,84.0 inch
2449,84.0 inch
2450,84.0 inch
2451,
2452,
2453,780.0 gram
2454,3.54 inch
2455,9.0 centimeter
2456,23.6 inch
2457,20.0 centimeter
2458,84.0 inch
2459,84.0 inch
2460,
2461,900.0 watt
2462,220.0 volt
2463,65.0 pound
2464,
2465,90.0 centimeter
2466,4.0 ounce
2467,8.5 centimeter
2468,2.44 inch
2469,19.0 centimeter
2470,
2471,
2472,120.0 centimeter
2473,120.0 centimeter
2474,11.2 centimeter
2475,11.2 centimeter
2476,11.2 centimeter
2477,2.0 millimeter
2478,21.0 millimeter
2479,3.9 inch
2480,3.6 watt
2481,24.0 volt
2482,22.0 centimeter
2483,128.0 ounce
2484,2.4 inch
2485,5.1 inch
2486,29.0 centimeter
2487,11.42 inch
2488,
2489,700.0 watt
2490,10.6 inch
2491,8.0 gram
2492,12.0 volt
2493,5.0 centimeter
2494,10.0 centimeter
2495,10.0 centimeter
2496,56.5 centimeter
2497,
2498,
2499,640.0 ounce
2500,45.0 centimeter
2501,
2502,8.0 centimeter
2503,8.0 centimeter
2504,11.75 inch
2505,11.75 inch
2506,11.75 inch
2507,130.0 millimeter
2508,200.0 kilogram
2509,142.0 gram
2510,
2511,100.0 watt
2512,2.0 ounce
2513,8.0 centimeter
2514,8.0 centimeter
2515,5.89 inch
2516,200.0 millilitre
2517,6.0 ounce
2518,15502439.0 gram
2519,10.0 centimeter
2520,6.0 centimeter
2521,
2522,
2523,
2524,115.0 centimeter
2525,
2526,300.0 watt
2527,31.5 inch
2528,
2529,60.0 gram
2530,48.0 centimeter
2531,
2532,
2533,5.0 None
2534,611.0 None
2535,8.0 meter
2536,250.0 gram
2537,4.72 inch
2538,23.0 millimeter
2539,96.0 millimeter
2540,7.5 centimeter
2541,
2542,500.0 watt
2543,
2544,24.1 centimeter
2545,40.0 centimeter
2546,11.67 inch
2547,40.0 centimeter
2548,40.0 centimeter
2549,90.0 centimeter
2550,280.0 centimeter
2551,250.0 kilogram
2552,4.7 inch
2553,10.2 inch
2554,
2555,5.0 None
2556,33.0 millimeter
2557,
2558,110.0 None
2559,70.0 centimeter
2560,70.0 centimeter
2561,265.0 pound
2562,65.0 gram
2563,
2564,2000.0 watt
2565,
2566,191.0 gram
2567,
2568,105.0 gram
2569,5.018 volt
2570,
2571,
2572,6.0 centimeter
2573,4.0 centimeter
2574,
2575,19.0 centimeter
2576,21.6 volt
2577,
2578,
2579,
2580,
2581,
2582,120.0 volt
2583,60.0 watt
2584,48.5 pound
2585,660.0 gram
2586,
2587,33.0 centimeter
2588,13.0 inch
2589,18.0 pound
2590,18.0 pound
2591,3.3 inch
2592,8.5 centimeter
2593,77.0 centimeter
2594,
2595,18.0 centimeter
2596,18.0 centimeter
2597,10.0 pound
2598,825.0 None
2599,8.5 centimeter
2600,20.3 centimeter
2601,8.5 centimeter
2602,32.0 centimeter
2603,
2604,2807.0 gram
2605,4.5 centimeter
2606,4.5 centimeter
2607,
2608,47.5 centimeter
2609,47.5 centimeter
2610,5.9 inch
2611,5.9 inch
2612,5.9 inch
2613,8.5 centimeter
2614,12.59 inch
2615,
2616,
2617,
2618,330.0 pound
2619,11.0 inch
2620,28.0 centimeter
2621,28.0 centimeter
2622,11.0 centimeter
2623,59.0 centimeter
2624,38.0 centimeter
2625,6.5 inch
2626,12.5 inch
2627,30.0 pound
2628,90.0 watt
2629,
2630,
2631,79.0 gram
2632,
2633,3.0 watt
2634,110.0 volt
2635,8.0 centimeter
2636,12.58 inch
2637,40.0 centimeter
2638,
2639,100.0 pound
2640,1.0 inch
2641,8.4 inch
2642,5.0 centimeter
2643,240.0 volt
2644,
2645,3.0 ounce
2646,
2647,7.0 centimeter
2648,17.0 centimeter
2649,9.8 inch
2650,9.8 inch
2651,9.8 inch
2652,
2653,
2654,
2655,
2656,
2657,
2658,414.0 millilitre
2659,12.0 volt
2660,
2661,2.87 inch
2662,7.3 centimeter
2663,
2664,2500.0 pound
2665,17.0 centimeter
2666,17.0 centimeter
2667,3.0 ounce
2668,283.0 gram
2669,117.0 millimeter
2670,130.0 millimeter
2671,
2672,38.5 centimeter
2673,100.0 kilogram
2674,75.0 centimeter
2675,80.0 centimeter
2676,
2677,
2678,
2679,11.8 inch
2680,30.0 centimeter
2681,180.0 centimeter
2682,24.5 centimeter
2683,57.0 centimeter
2684,57.0 centimeter
2685,
2686,
2687,
2688,
2689,4.0 watt
2690,15.0 volt
2691,
2692,7.5 centimeter
2693,7.5 centimeter
2694,7.5 centimeter
2695,
2696,10.0 ounce
2697,26.0 centimeter
2698,26.0 centimeter
2699,2.55 inch
2700,15.5 centimeter
2701,900.0 gram
2702,600.0 pound
2703,
2704,69.0 None
2705,5.0 centimeter
2706,12.0 volt
2707,
2708,12.0 centimeter
2709,5.0 centimeter
2710,8.2 centimeter
2711,8.2 centimeter
2712,275.0 gram
2713,
2714,
2715,30.0 pound
2716,20.0 centimeter
2717,3.0 None
2718,5.0 centimeter
2719,15.0 centimeter
2720,15.0 centimeter
2721,90.0 millimeter
2722,90.0 millimeter
2723,90.0 millimeter
2724,
2725,8.6 inch
2726,750.0 None
2727,21.0 centimeter
2728,
2729,0.6 inch
2730,5.7 inch
2731,
2732,
2733,12.0 volt
2734,1.17 watt
2735,
2736,
2737,
2738,
2739,998.0 kilogram
2740,13.0 centimeter
2741,13.0 centimeter
2742,13.0 centimeter
2743,63.0 centimeter
2744,
2745,15.0 centimeter
2746,
2747,15.0 centimeter
2748,25.0 None
2749,95.0 centimeter
2750,225.0 centimeter
2751,250.0 gram
2752,7.0 centimeter
2753,7.0 centimeter
2754,
2755,
2756,
2757,8.2 inch
2758,43.0 gram
2759,1570.0 watt
2760,
2761,18.5 centimeter
2762,2.56 inch
2763,
2764,1.0 ounce
2765,8.9 inch
2766,22.5 centimeter
2767,7.5 centimeter
2768,3.0 inch
2769,5.5 ounce
2770,340.0 gram
2771,1.9 centimeter
2772,1.9 centimeter
2773,0.34 None
2774,150.0 kilogram
2775,435.0 millimeter
2776,
2777,
2778,120.0 watt
2779,
2780,220.0 volt
2781,
2782,8.5 centimeter
2783,90.7 kilogram
2784,22.0 centimeter
2785,22.0 centimeter
2786,22.0 centimeter
2787,180.0 gram
2788,8.0 ounce
2789,10.0 meter
2790,18.0 None
2791,10.0 meter
2792,12.0 centimeter
2793,73.0 millimeter
2794,73.0 millimeter
2795,10.22 inch
2796,11.5 centimeter
2797,11.5 centimeter
2798,10.0 centimeter
2799,5.0 pound
2800,80.0 centimeter
2801,189.0 centimeter
2802,227.0 gram
2803,14.0 centimeter
2804,5.52 inch
2805,5.0 centimeter
2806,5.0 centimeter
2807,23.0 centimeter
2808,
2809,19.0 millimeter
2810,101.0 centimeter
2811,8.0 centimeter
2812,
2813,
2814,3.6 ounce
2815,
2816,
2817,6.5 centimeter
2818,11.5 centimeter
2819,
2820,
2821,
2822,60.0 centimeter
2823,60.0 centimeter
2824,60.0 centimeter
2825,11.0 pound
2826,1200.0 watt
2827,120.0 volt
2828,
2829,
2830,7.0 centimeter
2831,7.8 centimeter
2832,100.0 None
2833,1600.0 watt
2834,4.41 ounce
2835,25.0 millimeter
2836,
2837,30.0 centimeter
2838,2.16 inch
2839,2.16 inch
2840,
2841,
2842,45.0 centimeter
2843,39.0 gram
2844,
2845,
2846,
2847,8.0 centimeter
2848,5.0 centimeter
2849,5.0 centimeter
2850,
2851,72.0 gram
2852,25.0 None
2853,25.0 None
2854,20.0 millilitre
2855,2.2 inch
2856,
2857,
2858,1.8 inch
2859,11.0 centimeter
2860,220.0 millimeter
2861,180.0 millimeter
2862,16.8 volt
2863,
2864,907.0 gram
2865,
2866,15.0 watt
2867,30.0 centimeter
2868,80.0 centimeter
2869,226.0 gram
2870,
2872,16.0 centimeter
2873,16.0 centimeter
2874,37.0 centimeter
2875,21.5 centimeter
2876,65.0 gram
2877,65.0 gram
2878,1.97 None
2879,60.0 centimeter
2880,75.0 gram
2881,4.92 inch
2882,
2883,40.0 centimeter
2884,25.0 centimeter
2885,40.0 centimeter
2886,11.5 kilogram
2887,20.32 centimeter
2888,27.94 centimeter
2889,
2890,454.0 gram
2891,200.0 None
2892,209.0 millimeter
2893,
2894,
2895,
2896,
2897,
2898,31.0 centimeter
2899,11.0 centimeter
2900,4.0 centimeter
2901,4.8 centimeter
2902,16.43 inch
2903,
2904,
2905,9.9 centimeter
2906,
2907,18.0 volt
2908,29.9 centimeter
2909,
2910,8.3 inch
2911,8.3 inch
2912,57.0 centimeter
2913,28.0 centimeter
2914,3.0 volt
2915,35.0 centimeter
2916,4.0 centimeter
2917,1200.0 watt
2918,
2919,
2920,
2921,250.0 gram
2922,8.0 centimeter
2923,4.1 inch
2924,1.6 inch
2925,4.0 centimeter
2926,1.5 inch
2927,4.0 centimeter
2928,7.28 inch
2929,7.28 inch
2930,7.28 inch
2931,454.0 gram
2932,265.0 pound
2933,25.0 kilogram
2934,20.8 inch
2935,7.8 inch
2936,139.0 millimeter
2937,7.87 inch
2938,20.0 centimeter
2939,450.0 gram
2940,154.0 pound
2941,
2942,2.0 inch
2943,4.0 inch
2944,2.0 inch
2945,9.5 centimeter
2946,
2947,210.0 millimeter
2948,210.0 millimeter
2949,4.0 centimeter
2950,4.0 centimeter
2951,2.4 pound
2952,8.0 centimeter
2953,12.7 centimeter
2954,1.25 watt
2955,14.0 volt
2956,
2957,80.0 volt
2958,
2959,
2960,65.0 centimeter
2961,9.0 None
2962,
2963,2.5 centimeter
2964,340.0 gram
2965,
2966,65.0 centimeter
2967,
2968,5.0 centimeter
2969,14.0 centimeter
2970,
2971,
2972,2.0 None
2973,2.0 None
2974,2.0 None
2975,
2976,25.0 centimeter
2977,42.0 millimeter
2978,1150.0 watt
2979,
2980,
2981,
2982,4.5 kilogram
2983,
2984,15.0 centimeter
2985,410.0 gram
2986,330.0 pound
2987,
2988,
2989,
2990,
2991,50.0 gram
2992,80.0 millimeter
2993,7.0 centimeter
2994,7.0 centimeter
2995,9.0 centimeter
2996,
2997,5.0 watt
2998,
2999,150.0 kilogram
3000,5.0 None
3001,4.13 inch
3002,24.5 centimeter
3003,5.0 centimeter
3004,5.0 centimeter
3005,22.0 centimeter
3006,4.8 centimeter
3007,120.0 centimeter
3008,8886.0 ounce
3009,2.8 inch
3010,230.0 millimeter
3011,80.0 millimeter
3012,
3013,
3014,
3015,1000.0 watt
3016,
3017,40.0 centimeter
3018,
3019,
3020,3.7 volt
3021,1.0 None
3022,22.0 centimeter
3023,22.0 centimeter
3024,12.0 volt
3025,19.0 centimeter
3026,4.92 inch
3027,
3028,
3029,
3030,
3031,
3032,
3033,454.0 gram
3034,220.0 volt
3035,2000.0 watt
3036,
3037,9.4 inch
3038,24.0 centimeter
3039,1.95 watt
3040,24.0 volt
3041,300.0 gram
3042,12.0 centimeter
3043,9.0 centimeter
3044,
3045,18.0 centimeter
